#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 03 07 14 00 323  7.9  9.4  1.19  5.56  4.52 999 1030.8   1.9   2.2 999.0 99.0 99.00
2007 03 07 15 00 328  7.9  9.0  1.24  5.56  4.96 999 1030.9   1.9   2.3 999.0 99.0 99.00
2007 03 07 16 00 325  8.4  9.7  1.20  5.26  4.94 999 1031.0   1.9   2.3 999.0 99.0 99.00
2007 03 07 17 00 329  8.4  9.5  1.10  5.26  4.79 999 1031.0   1.8   2.3 999.0 99.0 99.00
2007 03 07 18 00 331  7.1  9.5  1.09  5.00  4.88 999 1030.9   1.6   2.6 999.0 99.0 99.00
2007 03 07 19 00 340  8.4  9.7  1.16  5.56  4.96 999 1031.1   1.6   2.7 999.0 99.0 99.00
2007 03 07 20 00 346  8.2  9.9  1.17  5.00  4.96 999 1031.2   1.5   2.7 999.0 99.0 99.00
2007 03 07 21 00 353  9.6 11.0  1.35  5.26  4.98 999 1031.1   1.4   2.7 999.0 99.0 99.00
2007 03 07 22 00 351  9.3 10.7  1.50  5.26  5.07 999 1031.3   1.5   2.8 999.0 99.0 99.00
2007 03 07 23 00 314 10.2 11.9  1.45  5.56  4.74 999 1030.8   1.2   2.8 999.0 99.0 99.00
2007 03 08 00 00 322  9.1 10.7  1.53  5.56  4.74 999 1030.6   1.5   2.8 999.0 99.0 99.00
2007 03 08 01 00 319  9.2 10.6  1.44  5.56  4.87 999 1030.6   1.7   2.8 999.0 99.0 99.00
2007 03 08 02 00 318  9.2 10.9  1.33  5.56  4.77 999 1030.1   1.2   2.8 999.0 99.0 99.00
2007 03 08 03 00 309 10.4 12.5  1.32  5.88  4.88 999 1029.9   0.9   2.8 999.0 99.0 99.00
2007 03 08 04 00 321  8.9 10.7  1.24  5.56  4.84 999 1029.8   1.4   2.8 999.0 99.0 99.00
2007 03 08 05 00 316 10.2 11.9  1.29  5.56  4.85 999 1029.8   1.1   2.8 999.0 99.0 99.00
2007 03 08 06 00 318 10.5 12.5  1.42  5.56  4.86 999 1029.7   1.4   2.8 999.0 99.0 99.00
2007 03 08 07 00 313 10.5 12.5  1.66  5.56  4.91 999 1029.3   1.3   2.8 999.0 99.0 99.00
2007 03 08 08 00 324 11.7 13.5  1.76  5.88  5.05 999 1029.1   1.2   2.8 999.0 99.0 99.00
2007 03 08 09 00 321 11.6 13.4  1.79  5.88  5.11 999 1028.9   1.1   2.8 999.0 99.0 99.00
2007 03 08 10 00 352 12.0 14.5  2.00  6.25  5.11 999 1028.8   0.0   2.8 999.0 99.0 99.00
2007 03 08 11 00  39 12.2 14.0  1.87  6.25  5.05 999 1029.0  -0.7   2.7 999.0 99.0 99.00
2007 03 08 12 00  51 13.0 15.0  1.71  6.25  4.93 999 1030.2  -2.0   2.8 999.0 99.0 99.00
2007 03 08 13 00  47 12.6 14.7  1.65  5.26  4.85 999 1031.0  -2.8   2.7 999.0 99.0 99.00
2007 03 08 14 00  37 12.0 14.3  2.03  5.88  4.90 999 1030.9  -3.5   2.7 999.0 99.0 99.00
2007 03 08 15 00  45 10.4 12.5  2.25  5.88  5.25 999 1031.7  -4.3   2.6 999.0 99.0 99.00
2007 03 08 16 00  42 12.1 14.4  2.57  7.14  5.71 999 1032.4  -5.1   2.6 999.0 99.0 99.00
2007 03 08 17 00  36 11.4 13.4  2.74  7.69  6.00 999 1032.8  -6.0   2.5 999.0 99.0 99.00
2007 03 08 18 00  45 10.7 13.8  2.86  8.33  6.24 999 1033.5  -6.5   2.5 999.0 99.0 99.00
2007 03 08 19 00  33 10.7 13.2  2.83  8.33  6.29 999 1033.8  -6.8   2.4 999.0 99.0 99.00
2007 03 08 20 00  39 11.2 13.7  2.79  8.33  6.25 999 1034.2  -7.2   2.4 999.0 99.0 99.00
2007 03 08 21 00  32 10.8 15.3  2.65  7.69  6.26 999 1034.5  -7.2   2.3 999.0 99.0 99.00
2007 03 08 22 00  29 11.5 14.0  2.53  8.33  6.21 999 1034.6  -7.1   2.3 999.0 99.0 99.00
2007 03 08 23 00  14 11.6 15.4  2.86  8.33  6.20 999 1033.5  -7.3   2.3 999.0 99.0 99.00
2007 03 09 00 00  26 11.4 14.1  2.69  8.33  5.84 999 1033.5  -7.4   2.3 999.0 99.0 99.00
2007 03 09 01 00  19 11.5 17.1  2.72  9.09  5.86 999 1033.6  -7.4   2.3 999.0 99.0 99.00
2007 03 09 02 00   8 12.3 14.9  2.74  8.33  6.01 999 1033.2  -7.4   2.3 999.0 99.0 99.00
2007 03 09 03 00   8 12.7 16.3  2.52  8.33  5.72 999 1033.1  -7.4   2.3 999.0 99.0 99.00
2007 03 09 04 00   9 11.9 14.3 99.00 99.00 99.00 999 1033.0  -7.4   2.3 999.0 99.0 99.00
2007 03 09 05 00  19 10.4 13.9  3.19  9.09  6.60 999 1033.0  -7.3   2.2 999.0 99.0 99.00
2007 03 09 06 00  14 12.3 15.5  3.35  9.09  6.67 999 1033.4  -7.1   2.2 999.0 99.0 99.00
2007 03 09 07 00  29 13.1 16.7  3.32  9.09  6.64 999 1033.3  -7.3   2.2 999.0 99.0 99.00
2007 03 09 08 00  28 12.4 14.8  2.94  9.09  6.35 999 1033.2  -7.4   2.2 999.0 99.0 99.00
2007 03 09 09 00  17 11.9 15.6  3.20  8.33  6.35 999 1032.7  -7.3   2.2 999.0 99.0 99.00
2007 03 09 10 00  20 12.3 14.8  2.98  8.33  6.37 999 1032.6  -7.2   2.1 999.0 99.0 99.00
2007 03 09 11 00  22 13.1 16.4  3.15  8.33  6.59 999 1032.3  -7.1   2.1 999.0 99.0 99.00
2007 03 09 12 00  24 11.7 15.9  3.05  9.09  6.52 999 1031.7  -6.8   2.1 999.0 99.0 99.00
2007 03 09 13 00   7 11.7 15.2  3.02  8.33  6.56 999 1031.7  -6.8   2.1 999.0 99.0 99.00
2007 03 09 14 00  11 11.9 15.0  2.88  8.33  6.04 999 1030.8  -6.7   2.1 999.0 99.0 99.00
2007 03 09 15 00   4 13.2 16.6  2.65  8.33  5.96 999 1029.9  -6.7   2.1 999.0 99.0 99.00
2007 03 09 16 00   4 13.5 16.2  2.89  8.33  5.94 999 1029.6  -6.5   2.1 999.0 99.0 99.00
2007 03 09 17 00   4 13.8 17.2  2.66  8.33  5.70 999 1029.6  -6.6   2.1 999.0 99.0 99.00
2007 03 09 18 00   4 13.5 16.4  2.89  7.69  5.84 999 1029.6  -6.5   2.1 999.0 99.0 99.00
2007 03 09 19 00   8 14.9 18.0  3.09  7.69  5.90 999 1029.4  -6.4   2.1 999.0 99.0 99.00
2007 03 09 20 00  15 13.7 17.7  3.44  8.33  6.36 999 1029.3  -6.5   2.1 999.0 99.0 99.00
2007 03 09 21 00  12 13.5 16.8  2.97  7.69  6.02 999 1029.1  -6.2   2.2 999.0 99.0 99.00
2007 03 09 22 00  20 13.1 15.5  3.74  8.33  6.81 999 1028.8  -6.1   2.2 999.0 99.0 99.00
2007 03 09 23 00  21 12.4 15.8  3.28  8.33  6.42 999 1029.0  -6.1   2.2 999.0 99.0 99.00
2007 03 10 00 00  12 12.7 16.3  3.22  9.09  6.56 999 1028.6  -6.1   2.2 999.0 99.0 99.00
2007 03 10 01 00   7 13.0 16.2  3.33  9.09  6.61 999 1027.9  -5.9   2.2 999.0 99.0 99.00
2007 03 10 02 00  23 12.5 15.7  3.34  9.09  6.57 999 1027.8  -6.0   2.2 999.0 99.0 99.00
2007 03 10 03 00  11 13.1 16.2  3.31  9.09  6.79 999 1027.1  -5.9   2.3 999.0 99.0 99.00
2007 03 10 04 00  14 12.8 16.6  3.01  9.09  6.48 999 1027.1  -5.8   2.3 999.0 99.0 99.00
2007 03 10 05 00  11 12.6 16.3  2.83  8.33  6.13 999 1026.8  -5.6   2.3 999.0 99.0 99.00
2007 03 10 06 00  21 12.7 15.7  3.11  9.09  6.26 999 1027.5  -5.8   2.3 999.0 99.0 99.00
2007 03 10 07 00  17 12.3 15.6  2.77  9.09  6.24 999 1027.0  -5.7   2.3 999.0 99.0 99.00
2007 03 10 08 00  16 11.5 16.3  2.99  8.33  6.38 999 1027.0  -5.6   2.3 999.0 99.0 99.00
2007 03 10 09 00  11 11.5 15.0  2.84  9.09  6.23 999 1027.0  -5.5   2.3 999.0 99.0 99.00
2007 03 10 10 00  24 12.7 14.9  3.14  8.33  6.45 999 1027.7  -5.6   2.3 999.0 99.0 99.00
2007 03 10 11 00  21 10.9 13.4  2.85  7.69  6.32 999 1027.8  -5.7   2.3 999.0 99.0 99.00
2007 03 10 12 00  30 10.9 14.2  2.54  8.33  6.11 999 1027.7  -5.8   2.3 999.0 99.0 99.00
2007 03 10 13 00  32 11.1 15.0  2.61  8.33  6.32 999 1027.5  -5.6   2.3 999.0 99.0 99.00
2007 03 10 14 00  37 11.0 13.7  2.58  8.33  6.35 999 1027.2  -5.5   2.3 999.0 99.0 99.00
2007 03 10 15 00  24 10.5 13.1  2.39  8.33  6.25 999 1026.4  -5.5   2.3 999.0 99.0 99.00
2007 03 10 16 00  26  9.3 12.6  2.38  8.33  6.17 999 1026.6  -5.5   2.3 999.0 99.0 99.00
2007 03 10 17 00  19  8.9 11.8  2.22  7.69  5.86 999 1026.6  -5.2   2.2 999.0 99.0 99.00
2007 03 10 18 00  18  9.9 12.9  2.05  7.69  5.93 999 1026.4  -5.3   2.2 999.0 99.0 99.00
2007 03 10 19 00  30  9.3 12.3  2.17  8.33  5.88 999 1026.7  -5.1   2.2 999.0 99.0 99.00
2007 03 10 20 00  40  9.9 12.2  2.33  7.69  6.17 999 1026.5  -4.8   2.2 999.0 99.0 99.00
2007 03 10 21 00  37  9.9 13.2  2.15  7.69  5.94 999 1026.9  -4.7   2.2 999.0 99.0 99.00
2007 03 10 22 00  39  8.8 11.3  2.15  7.69  5.88 999 1027.1  -4.7   2.2 999.0 99.0 99.00
2007 03 10 23 00  37  8.4 10.8  2.14  7.69  5.95 999 1027.0  -4.5   2.2 999.0 99.0 99.00
2007 03 11 00 00  43  9.0 10.9  1.83  7.69  5.83 999 1026.8  -4.6   2.2 999.0 99.0 99.00
2007 03 11 01 00  32  8.4 11.4  1.86  7.69  5.78 999 1026.7  -4.5   2.2 999.0 99.0 99.00
2007 03 11 02 00  30  8.3 10.4  1.83  7.14  5.73 999 1026.9  -4.5   2.2 999.0 99.0 99.00
2007 03 11 03 00  42  8.0 10.2  1.76  7.14  5.77 999 1026.8  -4.6   2.2 999.0 99.0 99.00
2007 03 11 04 00  37  8.9 11.4  1.75  7.69  5.58 999 1026.7  -4.6   2.2 999.0 99.0 99.00
2007 03 11 05 00  35  8.4 10.7  1.71  7.69  5.61 999 1026.8  -4.5   2.2 999.0 99.0 99.00
2007 03 11 06 00  39  8.0 10.8  1.76  7.69  5.71 999 1027.3  -4.5   2.1 999.0 99.0 99.00
2007 03 11 07 00  46  8.9 11.0  1.94  8.33  5.83 999 1027.6  -4.2   2.1 999.0 99.0 99.00
2007 03 11 08 00  45  9.3 12.1  1.76  7.69  5.65 999 1028.0  -4.1   2.1 999.0 99.0 99.00
2007 03 11 09 00  51  8.5 10.5  1.80  7.14  5.55 999 1028.3  -3.8   2.0 999.0 99.0 99.00
2007 03 11 10 00  46  8.1 10.5  1.92  7.14  5.80 999 1028.6  -3.9   2.1 999.0 99.0 99.00
2007 03 11 11 00  49  8.1 10.3  1.70  7.14  5.64 999 1028.7  -3.8   2.1 999.0 99.0 99.00
2007 03 11 12 00  61  7.9 10.0  1.63  7.14  5.66 999 1028.7  -3.6   2.1 999.0 99.0 99.00
2007 03 11 13 00  52  7.5  9.1  1.68  7.14  5.62 999 1028.9  -3.5   2.1 999.0 99.0 99.00
2007 03 11 14 00  56  6.9  9.5  1.64  7.14  5.60 999 1029.3  -3.5   2.1 999.0 99.0 99.00
2007 03 11 15 00  49  7.0  8.4  1.59  6.67  5.59 999 1029.2  -3.4   2.1 999.0 99.0 99.00
2007 03 11 16 00  63  6.8  8.6  1.43  7.14  5.46 999 1029.1  -3.2   2.2 999.0 99.0 99.00
2007 03 11 17 00  60  6.0  7.6  1.38  6.67  5.32 999 1029.3  -3.1   2.1 999.0 99.0 99.00
2007 03 11 18 00  52  4.9  6.1  1.45  7.14  5.45 999 1029.9  -3.1   2.2 999.0 99.0 99.00
2007 03 11 19 00  53  4.5  5.9  1.41  6.67  5.47 999 1030.0  -2.9   2.2 999.0 99.0 99.00
2007 03 11 20 00  42  4.6  5.6  1.29  6.67  5.48 999 1030.1  -2.4   2.2 999.0 99.0 99.00
2007 03 11 21 00  37  3.6  5.2  1.24  6.67  5.37 999 1030.6  -2.1   2.2 999.0 99.0 99.00
2007 03 11 22 00  47  3.5  5.3  1.22  6.67  5.47 999 1030.8  -1.9   2.2 999.0 99.0 99.00
2007 03 11 23 00  36  3.1  4.0  1.21 12.90  5.56 999 1031.2  -1.7   2.2 999.0 99.0 99.00
2007 03 12 00 00  25  3.7  4.9  1.22  6.25  5.63 999 1031.2  -1.5   2.3 999.0 99.0 99.00
2007 03 12 01 00   8  3.4  4.7  1.09 12.12  5.84 999 1031.3  -1.4   2.5 999.0 99.0 99.00
2007 03 12 02 00   5  3.6  4.8  1.04 12.90  5.72 999 1031.3  -1.1   2.5 999.0 99.0 99.00
2007 03 12 03 00  14  3.9  5.3  1.03 12.12  5.84 999 1031.2  -1.0   2.6 999.0 99.0 99.00
2007 03 12 04 00  13  3.8  5.0  1.06 11.43  6.03 999 1031.0  -0.7   2.5 999.0 99.0 99.00
2007 03 12 05 00  11  3.1  4.2  1.11 12.12  6.28 999 1031.0  -0.9   2.5 999.0 99.0 99.00
2007 03 12 06 00  22  3.6  4.7  0.94 12.12  6.07 999 1030.9  -1.3   2.4 999.0 99.0 99.00
2007 03 12 07 00  33  3.8  4.7  1.00 11.43  6.20 999 1031.2  -1.3   2.4 999.0 99.0 99.00
2007 03 12 08 00  25  2.9  4.1  1.02 11.43  6.18 999 1031.8  -1.1   2.3 999.0 99.0 99.00
2007 03 12 09 00  38  2.0  3.5  0.98 11.43  6.17 999 1032.1  -1.1   2.2 999.0 99.0 99.00
2007 03 12 10 00  57  1.1  2.1  0.98 10.81  6.52 999 1032.5  -1.1   2.2 999.0 99.0 99.00
2007 03 12 11 00 346  0.8  2.1  0.93 10.00  6.28 999 1032.8  -1.0   2.2 999.0 99.0 99.00
2007 03 12 12 00  77  1.5  2.7  0.91 12.12  6.64 999 1032.8  -1.1   2.2 999.0 99.0 99.00
2007 03 12 13 00 109  1.4  2.1  0.87 12.12  6.48 999 1032.9  -1.0   2.2 999.0 99.0 99.00
2007 03 12 14 00 102  0.8  2.3  0.82 12.12  6.34 999 1033.1  -1.2   2.4 999.0 99.0 99.00
2007 03 12 15 00 123  1.9  2.8  0.86 11.43  6.71 999 1032.9  -1.0   2.4 999.0 99.0 99.00
2007 03 12 16 00 146  1.6  2.6  0.80 12.12  6.58 999 1033.2  -0.9   2.5 999.0 99.0 99.00
2007 03 12 17 00 157  1.8  2.7  0.85 11.43  6.63 999 1033.4  -0.9   2.5 999.0 99.0 99.00
2007 03 12 18 00 162  1.8  2.7  0.87 12.12  6.41 999 1033.3  -0.9   2.5 999.0 99.0 99.00
2007 03 12 19 00 169  2.8  4.0  0.88 11.43  6.16 999 1033.6  -0.6   2.5 999.0 99.0 99.00
2007 03 12 20 00 174  3.2  4.0  0.97 10.81  6.25 999 1033.7  -0.3   2.4 999.0 99.0 99.00
2007 03 12 21 00 159  4.4  5.5  0.87 10.81  6.50 999 1034.0   0.0   2.3 999.0 99.0 99.00
2007 03 12 22 00 168  4.7  5.8  0.86 10.00  6.48 999 1034.3   0.0   2.3 999.0 99.0 99.00
2007 03 12 23 00 162  5.2  6.6  0.90 10.81  6.44 999 1034.4   0.1   2.3 999.0 99.0 99.00
2007 03 13 00 00 162  5.4  6.4  0.85 10.81  6.28 999 1034.6   0.4   2.3 999.0 99.0 99.00
2007 03 13 01 00 178  5.2  6.3  0.78 10.81  6.06 999 1034.7   0.3   2.3 999.0 99.0 99.00
2007 03 13 02 00 197  5.2  6.7  0.86 10.81  5.36 999 1035.0   0.4   2.3 999.0 99.0 99.00
2007 03 13 03 00 191  5.2  6.8  0.83 10.81  5.62 999 1034.6   0.5   2.4 999.0 99.0 99.00
2007 03 13 04 00 184  5.5  6.7  0.83 10.00  5.35 999 1034.4   0.5   2.5 999.0 99.0 99.00
2007 03 13 05 00 182  5.0  6.3  0.90 10.00  5.93 999 1034.6   0.5   2.4 999.0 99.0 99.00
2007 03 13 06 00 172  4.8  6.0  0.89 10.00  6.04 999 1035.1   0.5   2.4 999.0 99.0 99.00
2007 03 13 07 00 173  4.8  6.3  0.93 10.00  6.22 999 1035.3   0.5   2.3 999.0 99.0 99.00
2007 03 13 08 00 158  5.6  7.1  1.05  9.09  6.34 999 1035.5   0.4   2.3 999.0 99.0 99.00
2007 03 13 09 00 187  5.9  7.6  1.10  9.09  6.31 999 1035.6   0.2   2.3 999.0 99.0 99.00
2007 03 13 10 00 179  6.0  7.2  1.04 10.00  5.86 999 1035.6   0.1   2.3 999.0 99.0 99.00
2007 03 13 11 00 178  6.4  7.8  1.13  9.09  5.86 999 1035.5   0.0   2.3 999.0 99.0 99.00
2007 03 13 12 00 176  5.5  7.0  1.14 10.00  5.88 999 1035.8   0.0   2.3 999.0 99.0 99.00
2007 03 13 13 00 176  4.4  7.0  1.20 10.00  5.85 999 1035.7   0.0   2.3 999.0 99.0 99.00
2007 03 13 14 00 178  3.5  5.3  1.18  8.33  5.70 999 1035.5   0.1   2.3 999.0 99.0 99.00
2007 03 13 15 00 200  6.4  8.3  1.16  9.09  5.41 999 1035.2   0.0   2.3 999.0 99.0 99.00
2007 03 13 16 00 203  5.3  7.8  1.21  9.09  5.43 999 1035.1   0.1   2.3 999.0 99.0 99.00
2007 03 13 17 00 174  5.2  7.5  1.21  8.33  5.52 999 1035.4   0.0   2.3 999.0 99.0 99.00
2007 03 13 18 00 166  4.4  6.1  1.26 10.00  5.67 999 1035.3   0.1   2.3 999.0 99.0 99.00
2007 03 13 19 00 163  5.2  7.9  1.13  7.14  5.59 999 1035.2   0.1   2.3 999.0 99.0 99.00
2007 03 13 20 00 169  5.7  7.2  1.20 10.00  5.86 999 1035.4   0.3   2.3 999.0 99.0 99.00
2007 03 13 21 00 169  6.6  8.2  1.20 10.00  6.15 999 1035.7   0.5   2.3 999.0 99.0 99.00
2007 03 13 22 00 177  5.4  7.1  1.10  9.09  5.87 999 1035.8   0.6   2.3 999.0 99.0 99.00
2007 03 13 23 00 155  6.4  7.9  1.21  7.69  5.92 999 1035.5   0.7   2.3 999.0 99.0 99.00
2007 03 14 00 00 164  5.6  6.8  1.24  9.09  5.85 999 1035.4   0.7   2.3 999.0 99.0 99.00
2007 03 14 01 00 154  5.8  7.1  1.32  9.09  5.88 999 1035.1   0.8   2.3 999.0 99.0 99.00
2007 03 14 02 00 140  5.9  7.7  1.35  8.33  6.00 999 1034.9   0.7   2.3 999.0 99.0 99.00
2007 03 14 03 00 140  6.1  7.3  1.28  9.09  5.76 999 1034.8   0.7   2.3 999.0 99.0 99.00
2007 03 14 04 00 134  6.0  7.6  1.41  9.09  6.04 999 1034.6   0.7   2.3 999.0 99.0 99.00
2007 03 14 05 00 149  7.0  8.7  1.40  7.69  6.21 999 1034.8   0.6   2.3 999.0 99.0 99.00
2007 03 14 06 00 159  5.8  7.4  1.27  9.09  5.97 999 1034.9   0.5   2.3 999.0 99.0 99.00
2007 03 14 07 00 146  5.9  6.9  1.41  8.33  6.31 999 1035.2   0.8   2.3 999.0 99.0 99.00
2007 03 14 08 00 134  6.2  7.3  1.38  6.67  6.21 999 1035.2   0.7   2.3 999.0 99.0 99.00
2007 03 14 09 00 142  6.1  7.1  1.55 13.79  6.34 999 1035.0   1.0   2.4 999.0 99.0 99.00
2007 03 14 10 00 148  6.2  7.9  1.43  6.25  6.28 999 1035.0   1.2   2.4 999.0 99.0 99.00
2007 03 14 11 00 155  5.9  7.0  1.49 13.79  6.45 999 1034.9   1.2   2.4 999.0 99.0 99.00
2007 03 14 12 00 142  5.7  6.8  1.41 13.79  6.34 999 1034.8   1.2   2.4 999.0 99.0 99.00
2007 03 14 13 00 156  6.3  8.1  1.41 12.90  6.32 999 1035.0   1.2   2.4 999.0 99.0 99.00
2007 03 14 14 00 139  6.0  7.0  1.50 13.79  6.39 999 1034.9   0.9   2.3 999.0 99.0 99.00
2007 03 14 15 00 134  4.3  5.2  1.47 13.79  6.61 999 1034.7   1.3   2.3 999.0 99.0 99.00
2007 03 14 16 00 153  6.3  7.1  1.42 13.79  6.43 999 1034.7   1.1   2.3 999.0 99.0 99.00
2007 03 14 17 00 140  4.9  5.9  1.40 13.79  6.32 999 1034.7   1.2   2.3 999.0 99.0 99.00
2007 03 14 18 00 118  4.4  6.1  1.42 12.12  6.88 999 1035.0   1.3   2.3 999.0 99.0 99.00
2007 03 14 19 00 114  4.4  6.2  1.40 13.79  6.68 999 1035.3   1.4   2.3 999.0 99.0 99.00
2007 03 14 20 00 120  5.8  7.0  1.50 13.79  7.09 999 1035.7   1.2   2.3 999.0 99.0 99.00
2007 03 14 21 00 130  3.0  4.0  1.48 13.79  7.06 999 1036.1   0.7   2.3 999.0 99.0 99.00
2007 03 14 22 00 117  5.7  6.5  1.53 13.79  7.03 999 1036.3   1.2   2.4 999.0 99.0 99.00
2007 03 14 23 00 121  5.9  7.0  1.53 12.90  7.12 999 1036.3   1.2   2.4 999.0 99.0 99.00
2007 03 15 00 00 122  5.2  6.1  1.67 12.90  7.22 999 1036.1   1.2   2.3 999.0 99.0 99.00
2007 03 15 01 00 114  5.8  6.9  1.58 13.79  7.07 999 1035.7   1.3   2.4 999.0 99.0 99.00
2007 03 15 02 00 104  5.4  6.5  1.61 13.79  6.97 999 1035.4   1.4   2.4 999.0 99.0 99.00
2007 03 15 03 00 111  4.9  6.2  1.54 12.90  6.62 999 1035.3   1.5   2.4 999.0 99.0 99.00
2007 03 15 04 00 135  5.7  6.8  1.66 12.90  7.30 999 1035.4   1.3   2.3 999.0 99.0 99.00
2007 03 15 05 00 121  5.8  7.0  1.68 12.90  7.19 999 1035.5   1.3   2.3 999.0 99.0 99.00
2007 03 15 06 00 106  5.7  7.3  1.67 12.90  7.66 999 1035.8   1.3   2.3 999.0 99.0 99.00
2007 03 15 07 00  97  5.9  7.4  1.84 13.79  8.41 999 1036.0   1.3   2.3 999.0 99.0 99.00
2007 03 15 08 00  84  7.0  8.4  1.82 12.90  8.21 999 1036.0   1.2   2.3 999.0 99.0 99.00
2007 03 15 09 00  81  7.2  8.9  1.79 12.90  8.05 999 1035.8   1.1   2.3 999.0 99.0 99.00
2007 03 15 10 00  84  7.8  9.5  1.78 12.90  7.47 999 1035.7   1.0   2.3 999.0 99.0 99.00
2007 03 15 11 00  69  8.4 10.0  1.85 12.12  7.14 999 1035.4   0.9   2.3 999.0 99.0 99.00
2007 03 15 12 00  85  6.4  7.5  1.68 12.90  6.90 999 1035.4   0.9   2.6 999.0 99.0 99.00
2007 03 15 13 00  96  5.5  8.1  2.01 12.90  7.63 999 1035.3   0.8   2.6 999.0 99.0 99.00
2007 03 15 14 00  89  6.4 10.1  1.90 12.90  7.43 999 1034.9   0.7   2.6 999.0 99.0 99.00
2007 03 15 15 00  84  5.5  7.4  1.94 12.12  8.12 999 1034.7   0.7   2.6 999.0 99.0 99.00
2007 03 15 16 00  90  6.8  8.9  1.94 12.90  7.74 999 1034.4   0.6   2.7 999.0 99.0 99.00
2007 03 15 17 00  79  7.5  9.3  2.02 12.90  8.08 999 1034.0   0.6   2.7 999.0 99.0 99.00
2007 03 15 18 00  94  7.2  8.8  1.80 12.90  7.57 999 1033.9   0.5   2.7 999.0 99.0 99.00
2007 03 15 19 00  87  9.7 11.2  1.91 12.12  7.73 999 1033.7   0.0   2.7 999.0 99.0 99.00
2007 03 15 20 00  76 12.1 14.1  1.85 12.12  6.37 999 1033.8  -0.1   2.7 999.0 99.0 99.00
2007 03 15 21 00  77 11.8 13.9  2.05 12.12  5.44 999 1034.0  -0.3   2.6 999.0 99.0 99.00
2007 03 15 22 00  77  9.9 12.1  2.27 12.12  5.73 999 1034.2  -0.8   2.6 999.0 99.0 99.00
2007 03 15 23 00  73  9.1 10.8  2.44 12.12  5.88 999 1034.1  -1.1   2.6 999.0 99.0 99.00
2007 03 16 01 00  83  8.2 10.3  2.16 11.43  6.04 999 1033.3  -1.5   2.8 999.0 99.0 99.00
2007 03 16 02 00  82  8.5 11.2  2.11 12.12  6.00 999 1032.7  -1.6   2.8 999.0 99.0 99.00
2007 03 16 03 00  92  8.4 10.9  2.01 11.43  5.73 999 1032.5  -2.1   2.8 999.0 99.0 99.00
2007 03 16 04 00 103  7.8  9.8  2.04 12.12  6.28 999 1032.1  -2.3   2.8 999.0 99.0 99.00
2007 03 16 05 00  89  7.9  9.7  1.96 12.12  6.33 999 1032.1  -2.5   2.8 999.0 99.0 99.00
2007 03 16 06 00  84  8.4 11.0  1.90 12.12  6.34 999 1032.0  -2.7   2.7 999.0 99.0 99.00
2007 03 16 07 00  75  8.5 10.6  1.92 12.12  6.66 999 1031.9  -3.0   2.7 999.0 99.0 99.00
2007 03 16 08 00  74  8.5 12.0  1.86 11.43  6.27 999 1031.4  -3.0   2.7 999.0 99.0 99.00
2007 03 16 09 00  72  8.4 11.3  1.87 12.12  6.09 999 1031.3  -3.1   2.6 999.0 99.0 99.00
2007 03 16 10 00  74  7.8  9.8  1.94 12.12  6.44 999 1030.9  -3.0   2.6 999.0 99.0 99.00
2007 03 16 11 00  75  7.5 10.1  1.70 11.43  5.85 999 1030.5  -2.9   2.6 999.0 99.0 99.00
2007 03 16 12 00  81  6.9  9.2  1.75 12.90  5.89 999 1030.1  -2.8   2.6 999.0 99.0 99.00
2007 03 16 13 00  71  8.0  9.9  1.64 12.90  5.67 999 1029.7  -2.9   2.6 999.0 99.0 99.00
2007 03 16 14 00  77  7.6  9.8  1.62 12.12  5.38 999 1029.2  -3.1   2.6 999.0 99.0 99.00
2007 03 16 15 00  81  7.5 10.5  1.61 12.90  5.50 999 1028.7  -3.2   2.6 999.0 99.0 99.00
2007 03 16 16 00  67  7.8 10.1  1.52 12.12  5.47 999 1028.4  -3.3   2.6 999.0 99.0 99.00
2007 03 16 17 00  72  9.1 11.4  1.43 12.12  5.30 999 1028.5  -3.4   2.6 999.0 99.0 99.00
2007 03 16 18 00  66  9.8 11.6  1.56 12.12  5.38 999 1028.3  -3.6   2.6 999.0 99.0 99.00
2007 03 16 19 00  71  9.3 12.1  1.53 12.90  5.21 999 1028.4  -3.8   2.5 999.0 99.0 99.00
2007 03 16 20 00  66 10.2 12.6  1.66 10.81  5.20 999 1028.1  -3.9   2.5 999.0 99.0 99.00
2007 03 16 21 00  62 11.1 13.5  1.61  5.56  5.26 999 1027.8  -4.0   2.5 999.0 99.0 99.00
2007 03 16 22 00  48 10.9 13.7  1.72  5.56  5.24 999 1026.9  -4.1   2.4 999.0 99.0 99.00
2007 03 16 23 00  56 10.6 13.9  1.84  5.88  5.01 999 1026.7  -4.0   2.4 999.0 99.0 99.00
2007 03 17 00 00  41 10.6 13.1  2.08  6.25  5.19 999 1026.0  -4.1   2.4 999.0 99.0 99.00
2007 03 17 01 00  48 10.7 13.3  1.96  5.88  5.11 999 1025.4  -4.5   2.4 999.0 99.0 99.00
2007 03 17 02 00  45 11.2 15.7  1.99  5.56  4.92 999 1024.7  -4.6   2.4 999.0 99.0 99.00
2007 03 17 03 00  58 10.7 13.0  1.90  6.67  5.12 999 1024.3  -4.6   2.4 999.0 99.0 99.00
