#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 12 01 02 00 159  6.4  7.2  3.47 11.43  8.39 999  976.3   2.9   3.2 999.0 99.0 99.00
2007 12 01 03 00 171  7.0  8.2  2.96 11.43  8.10 999  977.0   2.6   3.2 999.0 99.0 99.00
2007 12 01 04 00 183  5.6  6.8  3.13 11.43  8.33 999  977.8   2.8   3.2 999.0 99.0 99.00
2007 12 01 05 00 178  6.0  8.4  3.36 11.43  8.65 999  978.7   3.2   3.2 999.0 99.0 99.00
2007 12 01 06 00 173  6.4  7.8  3.34 11.43  8.55 999  979.8   3.3   3.2 999.0 99.0 99.00
2007 12 01 07 00 162  6.5  7.3  2.98 10.81  8.32 999  980.9   3.4   3.2 999.0 99.0 99.00
2007 12 01 08 00 157  8.2  9.5  3.13 11.43  8.15 999  982.3   3.1   3.2 999.0 99.0 99.00
2007 12 01 09 00 167  9.0 11.5  3.12 10.81  8.22 999  983.6   3.5   3.2 999.0 99.0 99.00
2007 12 01 10 00 164  9.6 11.4  2.99 11.43  7.85 999  984.9   3.4   3.2 999.0 99.0 99.00
2007 12 01 11 00 156  9.2 11.3  3.65 11.43  8.46 999  986.1   3.5   3.3 999.0 99.0 99.00
2007 12 01 12 00 155  9.1 11.1  3.37 12.12  8.03 999  987.5   3.4   3.3 999.0 99.0 99.00
2007 12 01 13 00 148  9.4 11.0  3.29 11.43  7.64 999  989.0   3.5   3.3 999.0 99.0 99.00
2007 12 01 14 00 139  8.9 10.2  3.33 11.43  7.78 999  990.3   3.2   3.3 999.0 99.0 99.00
2007 12 01 15 00 146 10.1 11.8  3.66 11.43  7.82 999  991.5   3.6   3.3 999.0 99.0 99.00
2007 12 01 16 00 145 10.7 12.5  3.54 11.43  7.77 999  992.6   3.6   3.3 999.0 99.0 99.00
2007 12 01 17 00 140 10.5 12.2  3.42 11.43  7.51 999  993.9   3.4   3.3 999.0 99.0 99.00
2007 12 01 18 00 147 10.0 12.4  3.26 10.81  7.41 999  995.3   3.5   3.3 999.0 99.0 99.00
2007 12 01 19 00 145 10.5 12.7  3.29 10.00  7.24 999  996.9   3.5   3.3 999.0 99.0 99.00
2007 12 01 20 00 136  9.5 11.4  3.37 10.81  7.36 999  998.3   3.0   3.3 999.0 99.0 99.00
2007 12 01 21 00 134  9.6 11.3  2.89 11.43  6.98 999  999.5   3.6   3.3 999.0 99.0 99.00
2007 12 01 22 00 133 10.0 12.5  3.11 11.43  7.14 999 1000.9   3.6   3.3 999.0 99.0 99.00
2007 12 01 23 00 133  9.3 11.1  3.24 10.81  7.39 999 1002.0   3.1   3.3 999.0 99.0 99.00
2007 12 02 00 00 133 10.7 12.1  3.24 10.81  7.29 999 1003.0   3.6   3.3 999.0 99.0 99.00
2007 12 02 01 00 133 10.0 11.8  3.30 11.43  7.51 999 1003.9   3.6   3.3 999.0 99.0 99.00
2007 12 02 02 00 157  9.1 10.4  3.06 10.81  6.99 999 1005.1   2.4   3.3 999.0 99.0 99.00
2007 12 02 03 00 151  9.8 12.3  3.18 11.43  7.20 999 1006.5   2.3   3.3 999.0 99.0 99.00
2007 12 02 04 00 143  8.3  9.9  3.34 10.81  7.37 999 1007.6   3.2   3.3 999.0 99.0 99.00
2007 12 02 05 00 140  7.3  8.9  3.30  9.09  7.47 999 1008.7   3.0   3.3 999.0 99.0 99.00
2007 12 02 06 00 137  6.5  7.7  2.85 10.81  7.36 999 1009.9   3.1   3.3 999.0 99.0 99.00
2007 12 02 07 00 146  6.1  7.0 99.00 99.00 99.00 999 1010.7   3.1   3.2 999.0 99.0 99.00
2007 12 02 08 00 146  6.3  7.5  2.98 10.81  7.51 999 1011.8   3.2   3.2 999.0 99.0 99.00
2007 12 02 09 00 146  4.9  5.7  2.85 11.43  7.37 999 1012.8   3.3   3.2 999.0 99.0 99.00
2007 12 02 10 00 153  4.7  5.6  3.12 10.00  7.68 999 1014.0   3.3   3.2 999.0 99.0 99.00
2007 12 02 11 00 134  4.0  4.5  2.82 10.81  7.76 999 1015.3   3.3   3.2 999.0 99.0 99.00
2007 12 02 12 00 132  4.2  5.0  2.94 10.00  7.76 999 1016.1   3.2   3.2 999.0 99.0 99.00
2007 12 02 13 00 141  4.6  5.3  2.91 10.81  8.10 999 1016.5   3.2   3.3 999.0 99.0 99.00
2007 12 02 14 00 150  3.9  4.8  2.76 10.00  7.74 999 1017.3   3.3   3.3 999.0 99.0 99.00
2007 12 02 15 00 154  2.9  3.5  3.17 10.00  8.10 999 1017.8   3.3   3.3 999.0 99.0 99.00
2007 12 02 16 00 154  2.2  2.8  2.74 10.81  7.78 999 1018.5   3.2   3.3 999.0 99.0 99.00
2007 12 02 17 00 220  2.3  3.0  2.85  9.09  7.62 999 1018.9   3.1   3.2 999.0 99.0 99.00
2007 12 02 18 00 266  1.7  2.5  2.67 10.00  7.50 999 1019.7   3.0   3.2 999.0 99.0 99.00
2007 12 02 19 00 257  3.6  4.4  2.50  9.09  7.32 999 1019.9   3.0   3.3 999.0 99.0 99.00
2007 12 02 20 00 275  4.5  5.4  2.71  9.09  7.58 999 1020.3   3.1   3.5 999.0 99.0 99.00
2007 12 02 21 00 296  5.2  6.0  2.39 10.00  7.28 999 1020.7   3.1   3.6 999.0 99.0 99.00
2007 12 02 22 00 298  6.5  7.9  2.17 10.00  7.10 999 1020.6   3.1   3.6 999.0 99.0 99.00
2007 12 02 23 00 315  6.4  7.5  2.39 10.81  7.45 999 1020.6   3.0   3.7 999.0 99.0 99.00
2007 12 03 01 00 329  8.5  9.8  2.23 10.00  7.35 999 1020.4   2.9   3.7 999.0 99.0 99.00
2007 12 03 02 00 332  8.8 10.5  2.29 10.00  7.10 999 1020.1   2.9   3.7 999.0 99.0 99.00
2007 12 03 03 00 327  9.5 11.2  2.55 10.81  7.16 999 1019.8   2.8   3.7 999.0 99.0 99.00
2007 12 03 04 00 330  9.7 11.6  2.49 11.43  7.00 999 1019.8   2.9   3.4 999.0 99.0 99.00
2007 12 03 05 00 330 10.3 12.0  2.49 10.81  7.01 999 1019.4   2.8   3.4 999.0 99.0 99.00
2007 12 03 06 00 337 10.6 13.0  2.50 10.81  6.67 999 1019.1   2.8   3.5 999.0 99.0 99.00
2007 12 03 07 00 333 11.6 13.6  2.56 11.43  6.36 999 1018.2   2.7   3.4 999.0 99.0 99.00
2007 12 03 08 00 337 12.0 14.1 99.00 99.00 99.00 999 1017.3   2.5   3.4 999.0 99.0 99.00
2007 12 03 09 00 331 12.1 14.0  2.49 10.81  6.17 999 1016.3   2.4   3.3 999.0 99.0 99.00
2007 12 03 10 00 328 12.7 15.8  2.48 11.43  5.86 999 1015.3   2.5   3.3 999.0 99.0 99.00
2007 12 03 11 00 326 12.7 15.4  2.64 11.43  5.93 999 1014.4   2.6   3.3 999.0 99.0 99.00
2007 12 03 12 00 318 13.2 15.3  2.83 10.81  5.88 999 1013.2   2.6   3.4 999.0 99.0 99.00
2007 12 03 13 00 325 13.3 16.0  2.80 10.81  5.79 999 1011.9   2.7   3.4 999.0 99.0 99.00
2007 12 03 14 00 319 13.5 16.2  2.80  6.67  5.79 999 1010.7   2.7   3.4 999.0 99.0 99.00
2007 12 03 15 00 313 13.6 16.4  3.08  6.67  5.91 999 1009.4   2.7   3.4 999.0 99.0 99.00
2007 12 03 16 00 312 13.9 16.0  2.81  7.14  5.66 999 1007.9   2.6   3.5 999.0 99.0 99.00
2007 12 03 17 00 304 14.1 16.4  2.97  7.14  5.85 999 1006.3   2.6   3.6 999.0 99.0 99.00
2007 12 03 18 00 302 13.5 16.5  2.84  7.14  5.84 999 1004.5   2.5   3.6 999.0 99.0 99.00
2007 12 03 19 00 300 14.7 17.6  3.06  7.14  5.88 999 1002.9   2.5   3.5 999.0 99.0 99.00
2007 12 03 20 00 297 14.8 17.1  2.93  7.69  5.84 999 1001.2   2.4   3.5 999.0 99.0 99.00
2007 12 03 21 00 296 14.3 18.0  3.17  7.69  6.04 999  999.4   2.4   3.5 999.0 99.0 99.00
2007 12 03 22 00 320 15.4 18.5  3.69  9.09  6.64 999  997.5   2.4   3.5 999.0 99.0 99.00
2007 12 03 23 00 315 15.5 19.1  3.42  8.33  6.29 999  995.4   2.2   3.5 999.0 99.0 99.00
2007 12 04 00 00 318 13.9 16.7  3.56  8.33  6.38 999  993.7   1.9   3.5 999.0 99.0 99.00
2007 12 04 01 00 323 15.3 19.1  3.39  8.33  6.23 999  992.2   0.9   3.5 999.0 99.0 99.00
2007 12 04 02 00 305 15.6 17.9  3.87  9.09  6.44 999  990.3   1.0   3.6 999.0 99.0 99.00
2007 12 04 03 00 293 14.4 18.1 99.00  9.09  6.47 999  989.5   0.8   3.7 999.0 99.0 99.00
2007 12 04 04 00 288 14.1 16.1  4.02  8.33  6.71 999  988.6   0.8   3.7 999.0 99.0 99.00
2007 12 04 05 00 283 14.0 17.8  3.24  9.09  6.02 999  987.5   1.0   3.7 999.0 99.0 99.00
2007 12 04 06 00 321 11.9 13.9  3.40  8.33  6.26 999  987.2   0.2   3.7 999.0 99.0 99.00
2007 12 04 07 00 342  9.4 11.6  3.29  9.09  6.51 999  987.0   0.1   3.7 999.0 99.0 99.00
2007 12 04 08 00 312  8.3 10.2 99.00 99.00 99.00 999  986.8   0.4   3.7 999.0 99.0 99.00
2007 12 04 09 00 344  8.7 10.7  3.09  9.09  6.64 999  986.9   0.5   3.7 999.0 99.0 99.00
2007 12 04 10 00 309  6.3  9.6  3.12  9.09  6.71 999  987.3   0.0   3.7 999.0 99.0 99.00
2007 12 04 11 00 344  8.1  9.3  3.02  9.09  6.68 999  987.8  -0.6   3.7 999.0 99.0 99.00
2007 12 04 12 00 340  6.3  7.7  3.24  9.09  6.87 999  987.5  -0.3   3.7 999.0 99.0 99.00
2007 12 04 13 00 326  6.4  9.0  3.27  9.09  7.10 999  987.9  -0.5   3.7 999.0 99.0 99.00
2007 12 04 14 00 300  4.8  6.9  3.58 10.00  7.38 999  987.6  -0.7   3.7 999.0 99.0 99.00
2007 12 04 15 00 337  6.5  8.0  3.46  9.09  7.39 999  987.6  -0.7   3.7 999.0 99.0 99.00
2007 12 04 16 00 307  5.3  7.7  3.50  9.09  7.44 999  987.2  -0.8   3.7 999.0 99.0 99.00
2007 12 04 17 00 313  3.6  5.1  3.96 10.00  7.70 999  987.4  -0.8   3.7 999.0 99.0 99.00
2007 12 04 18 00 294  3.2  5.2  3.97  9.09  7.68 999  987.3  -0.7   3.6 999.0 99.0 99.00
2007 12 04 19 00 304  2.2  3.3  4.25  9.09  7.85 999  987.3  -0.7   3.6 999.0 99.0 99.00
2007 12 04 20 00  59  1.0  2.5  3.99 10.00  7.93 999  987.1  -0.6   3.6 999.0 99.0 99.00
2007 12 04 21 00  92  1.9  3.5  3.96 10.81  7.89 999  986.6  -0.4   3.6 999.0 99.0 99.00
2007 12 04 22 00 121  5.3  6.2  3.62 10.00  7.81 999  986.2   0.0   3.6 999.0 99.0 99.00
2007 12 04 23 00 106  7.1  8.6  3.91 10.00  8.14 999  985.3   0.2   3.6 999.0 99.0 99.00
2007 12 05 00 00  97  6.8  8.4  3.69 10.81  8.32 999  984.0  -0.2   3.7 999.0 99.0 99.00
2007 12 05 01 00 119  5.7  6.7  3.61 10.81  8.48 999  982.1   0.8   3.7 999.0 99.0 99.00
2007 12 05 02 00 112  9.9 11.3  3.73 10.81  8.52 999  980.9   1.6   3.7 999.0 99.0 99.00
2007 12 05 03 00 108 11.8 13.8  4.19 10.81  8.38 999  979.0   0.8   3.7 999.0 99.0 99.00
2007 12 05 04 00  89 14.1 17.4 99.00 10.00  7.28 999  977.0   0.9   3.7 999.0 99.0 99.00
2007 12 05 05 00  91 16.2 20.1  3.15 10.81  6.66 999  974.5   0.9   3.6 999.0 99.0 99.00
2007 12 05 06 00  88 16.3 21.7  3.31 10.00  6.53 999  972.1   0.9   3.6 999.0 99.0 99.00
2007 12 05 07 00 100 15.4 18.5  3.54 10.81  6.39 999  970.2   1.3   3.5 999.0 99.0 99.00
2007 12 05 08 00 142  9.2 11.9  3.63  7.69  6.48 999  969.2   3.0   3.4 999.0 99.0 99.00
2007 12 05 09 00 159 11.2 14.3  3.61 10.00  6.90 999  969.8   3.2   3.4 999.0 99.0 99.00
2007 12 05 10 00 173 11.8 15.0  3.32  7.69  6.42 999  970.5   2.2   3.4 999.0 99.0 99.00
2007 12 05 11 00 168 11.9 13.9  3.19  7.14  6.37 999  970.9   2.6   3.4 999.0 99.0 99.00
2007 12 05 12 00 170 12.5 15.3  3.21  8.33  6.46 999  971.1   1.8   3.4 999.0 99.0 99.00
2007 12 05 13 00 154 12.9 15.9  4.06  9.09  7.17 999  971.2   1.4   3.4 999.0 99.0 99.00
2007 12 05 14 00 145 12.6 14.8  3.79 10.00  7.16 999  970.9   2.2   3.5 999.0 99.0 99.00
2007 12 05 15 00 161 10.5 13.2  3.68 10.00  7.08 999  970.6   1.9   3.6 999.0 99.0 99.00
2007 12 05 16 00 154 14.9 17.9 99.00  2.47  2.47 999  970.7   1.1   3.6 999.0 99.0 99.00
2007 12 05 17 00 149 11.3 14.7  4.10 10.00  7.26 999  970.0   1.7   3.6 999.0 99.0 99.00
2007 12 05 18 00 131 12.3 15.0  4.37 10.81  7.57 999  969.4   2.3   3.6 999.0 99.0 99.00
2007 12 05 19 00 133 14.3 17.1  5.42 10.81  8.35 999  969.1   2.5   3.6 999.0 99.0 99.00
2007 12 05 20 00 130 16.6 20.8  6.80 11.43  9.16 999  968.6   2.8   3.6 999.0 99.0 99.00
2007 12 05 21 00 144 15.7 18.5  6.97 12.90  9.16 999  968.0   2.9   3.6 999.0 99.0 99.00
2007 12 05 22 00 138 15.6 19.6  6.72 12.12  9.19 999  967.7   2.7   3.6 999.0 99.0 99.00
2007 12 05 23 00 126 16.1 19.8  6.83 13.79  9.51 999  966.9   2.2   3.5 999.0 99.0 99.00
2007 12 06 00 00 113 14.9 18.6  6.78 12.90  9.07 999  965.5   2.0   3.4 999.0 99.0 99.00
2007 12 06 01 00 121 10.8 14.8  6.58 13.79  9.49 999  964.8   3.1   3.3 999.0 99.0 99.00
2007 12 06 02 00 124 11.8 14.6  6.46 14.81  9.46 999  964.8   2.5   3.3 999.0 99.0 99.00
2007 12 06 03 00 119  8.2  9.8  6.11 13.79  9.59 999  964.6   2.8   3.3 999.0 99.0 99.00
2007 12 06 04 00 106  7.0 99.0 99.00 99.00 99.00 999  965.2   3.0 999.0 999.0 99.0 99.00
2007 12 06 05 00 123  4.9  6.2  5.52 13.79  9.21 999  965.8   2.8   3.3 999.0 99.0 99.00
2007 12 06 06 00  70  0.6  2.6  5.14 14.81  9.14 999  966.9   2.7   3.3 999.0 99.0 99.00
2007 12 06 07 00 262  2.3  3.5  4.82 12.90  8.84 999  968.1   2.9   3.4 999.0 99.0 99.00
2007 12 06 08 00 243  6.5  8.0  4.38 12.90  8.80 999  969.7   2.8   3.4 999.0 99.0 99.00
2007 12 06 09 00 249  8.1  9.7  4.33 12.90  9.14 999  971.3   2.6   3.5 999.0 99.0 99.00
2007 12 06 10 00 259 11.9 14.9  4.23 12.12  8.49 999  973.2   2.3   3.5 999.0 99.0 99.00
2007 12 06 11 00 249 12.4 15.2  4.37 12.90  8.27 999  974.9   2.5   3.5 999.0 99.0 99.00
2007 12 06 12 00 249 11.5 13.5  4.40 11.43  8.26 999  976.4   2.7   3.6 999.0 99.0 99.00
2007 12 06 13 00 241 12.1 14.6  4.52 12.12  8.21 999  977.7   2.8   3.6 999.0 99.0 99.00
2007 12 06 14 00 236 12.2 14.2  4.81 12.12  8.22 999  979.0   3.1   3.6 999.0 99.0 99.00
2007 12 06 15 00 233 12.2 14.4  4.47 12.12  8.13 999  980.1   3.1   3.6 999.0 99.0 99.00
2007 12 06 16 00 234 11.9 14.0  4.12 12.90  7.48 999  981.1   3.1   3.6 999.0 99.0 99.00
2007 12 06 17 00 237 12.8 14.8  3.96 10.00  7.35 999  982.2   3.1   3.6 999.0 99.0 99.00
2007 12 06 18 00 243 14.1 16.8  3.87 10.81  7.32 999  983.6   2.9   3.6 999.0 99.0 99.00
2007 12 06 19 00 235 14.2 18.1  3.75 12.12  6.83 999  984.7   2.5   3.5 999.0 99.0 99.00
2007 12 06 20 00 231 13.8 16.7  4.12 11.43  7.19 999  986.6   2.1   3.5 999.0 99.0 99.00
2007 12 06 21 00 241 14.7 18.1  4.35 10.81  7.17 999  987.7   2.3   3.5 999.0 99.0 99.00
2007 12 06 22 00 230 14.2 17.3  4.06 12.12  7.15 999  989.3   1.6   3.5 999.0 99.0 99.00
2007 12 06 23 00 230 14.6 17.1  4.45 10.81  7.38 999  990.6   1.9   3.4 999.0 99.0 99.00
2007 12 07 00 00 227 14.1 17.2  4.55 10.00  7.47 999  991.9   1.7   3.3 999.0 99.0 99.00
2007 12 07 01 00 225 13.1 16.0  4.34 10.00  7.47 999  993.0   1.7   3.3 999.0 99.0 99.00
2007 12 07 02 00 223 11.7 14.0  4.06  9.09  7.17 999  993.5   2.0   3.3 999.0 99.0 99.00
2007 12 07 03 00 223 11.4 13.6  4.01 11.43  7.30 999  994.2   2.0   3.3 999.0 99.0 99.00
2007 12 07 04 00 225 11.6 14.4  3.77 10.00  7.13 999  994.9   1.9   3.3 999.0 99.0 99.00
2007 12 07 05 00 237  9.5 11.9  3.45 11.43  6.95 999  995.5   1.9   3.3 999.0 99.0 99.00
2007 12 07 06 00 241  7.7  9.7  3.68  9.09  7.18 999  996.0   1.9   3.3 999.0 99.0 99.00
2007 12 07 07 00 239  5.5  6.7  3.17  9.09  6.91 999  996.4   1.8   3.3 999.0 99.0 99.00
2007 12 07 08 00 231  2.9  4.2  3.22 11.43  7.35 999  996.6   1.9   3.3 999.0 99.0 99.00
2007 12 07 09 00 181  2.9  4.6  2.88 11.43  7.19 999  997.0   2.0   3.3 999.0 99.0 99.00
2007 12 07 10 00 144  1.8  2.7  2.76 10.00  7.09 999  996.9   1.7   3.3 999.0 99.0 99.00
2007 12 07 11 00 117  3.2  4.0  2.72  7.69  7.34 999  996.8   1.9   3.2 999.0 99.0 99.00
2007 12 07 12 00  99  5.0  6.1  2.70  8.33  7.44 999  996.8   2.1   3.1 999.0 99.0 99.00
2007 12 07 13 00  84  6.6  8.1  2.58  7.14  7.16 999  996.2   2.2   3.2 999.0 99.0 99.00
2007 12 07 14 00  79  8.1  9.5  2.36 12.12  7.21 999  995.5   2.0   3.2 999.0 99.0 99.00
2007 12 07 15 00  63  9.0 10.7  2.39 11.43  6.99 999  994.5   1.4   3.2 999.0 99.0 99.00
2007 12 07 16 00  55  9.7 11.1  2.27 10.81  6.81 999  993.2   2.1   3.3 999.0 99.0 99.00
2007 12 07 17 00  69 11.3 13.5 99.00 99.00 99.00 999  992.2   0.7   3.3 999.0 99.0 99.00
2007 12 07 18 00 131 11.7 14.5  2.28 11.43  6.03 999  991.3   3.0   3.3 999.0 99.0 99.00
2007 12 07 19 00 119 11.2 13.3  2.41 10.81  5.95 999  991.9   1.5   3.3 999.0 99.0 99.00
2007 12 07 20 00 123 10.4 14.0  2.50 10.00  5.97 999  992.0   0.8   3.3 999.0 99.0 99.00
2007 12 07 21 00 134  8.3  9.9  2.41  6.67  6.10 999  991.6   1.9   3.3 999.0 99.0 99.00
2007 12 07 22 00 131 10.4 14.6  2.44  7.14  6.16 999  991.5   2.5   3.3 999.0 99.0 99.00
2007 12 07 23 00 119 10.9 13.1  2.77  7.14  6.22 999  991.3   2.6   3.3 999.0 99.0 99.00
2007 12 08 00 00 113  9.7 11.8  2.88  7.69  6.71 999  990.7   2.8   3.3 999.0 99.0 99.00
2007 12 08 01 00 102  9.6 11.9  3.47  9.09  7.07 999  990.1   3.2   3.3 999.0 99.0 99.00
2007 12 08 02 00  97 10.8 12.2  3.37 10.00  7.17 999  989.7   3.0   3.3 999.0 99.0 99.00
2007 12 08 03 00  98 13.0 15.7  3.37  9.09  7.07 999  989.4   2.9   3.3 999.0 99.0 99.00
2007 12 08 04 00  87 10.4 12.2  3.40  9.09  6.77 999  989.2   1.7   3.3 999.0 99.0 99.00
2007 12 08 05 00  84  9.4 11.6  3.13  9.09  6.83 999  989.0   1.9   3.3 999.0 99.0 99.00
2007 12 08 06 00 108  3.5  4.5  3.08  9.09  6.93 999  988.5   0.8   3.3 999.0 99.0 99.00
2007 12 08 07 00  87  8.8 10.5  3.30 10.00  6.87 999  988.1   1.6   3.3 999.0 99.0 99.00
2007 12 08 08 00  98  4.6  5.5  3.29  9.09  6.98 999  988.1   0.4   3.3 999.0 99.0 99.00
2007 12 08 09 00  96  8.7  9.7  3.68 10.00  7.36 999  987.5   1.5   3.3 999.0 99.0 99.00
2007 12 08 10 00  98 10.3 11.7  2.98  9.09  6.76 999  987.3   1.8   3.3 999.0 99.0 99.00
2007 12 08 11 00 101 11.5 14.1  3.56  9.09  7.34 999  987.2   2.1   3.3 999.0 99.0 99.00
2007 12 08 12 00  88 11.1 14.2  3.27  9.09  6.95 999  986.8   1.8   3.3 999.0 99.0 99.00
2007 12 08 13 00 110 11.6 13.3  3.65  9.09  7.18 999  986.2   2.2   3.3 999.0 99.0 99.00
2007 12 08 14 00  99  9.4 11.6  3.35  9.09  6.93 999  986.3   2.1   3.4 999.0 99.0 99.00
2007 12 08 15 00  93 10.7 12.8  3.34 10.00  7.04 999  985.8   2.5   3.4 999.0 99.0 99.00
2007 12 08 16 00  91  8.7 10.1  3.25  9.09  7.04 999  985.8   1.1   3.4 999.0 99.0 99.00
2007 12 08 17 00  95  5.4  6.9  3.02  9.09  6.95 999  986.1   1.2   3.3 999.0 99.0 99.00
2007 12 08 18 00  91  7.5  8.8  2.99  9.09  6.82 999  986.2   1.6   3.3 999.0 99.0 99.00
2007 12 08 19 00  71  5.6  7.2  2.96  7.69  6.87 999  986.3   1.7   3.3 999.0 99.0 99.00
2007 12 08 20 00  58  6.5  7.9  2.90  9.09  6.93 999  986.3   1.8   3.2 999.0 99.0 99.00
2007 12 08 21 00  65  6.3  8.0  2.92  7.69  6.77 999  986.3   1.7   3.1 999.0 99.0 99.00
2007 12 08 22 00  65  6.0  7.0  2.60  8.33  6.61 999  986.2   2.1   3.1 999.0 99.0 99.00
2007 12 08 23 00 109  6.4  7.7  2.55  7.69  6.58 999  986.2   2.0   3.1 999.0 99.0 99.00
2007 12 09 00 00  97  4.5  5.5  2.53  7.69  6.60 999  986.1   1.6   3.1 999.0 99.0 99.00
2007 12 09 01 00 128  6.5  7.6  2.59  7.69  6.66 999  986.0   1.5   3.2 999.0 99.0 99.00
2007 12 09 02 00 124  4.6  6.5  2.43  8.33  6.84 999  985.7   1.2   3.2 999.0 99.0 99.00
2007 12 09 03 00 122  4.7  5.7  2.34  8.33  6.86 999  985.6   1.7   3.2 999.0 99.0 99.00
2007 12 09 04 00 184  4.3  5.2  2.19  8.33  6.92 999  985.9   1.5   3.2 999.0 99.0 99.00
2007 12 09 05 00 194  3.6  4.4  2.29  7.69  6.83 999  986.1   1.7   3.0 999.0 99.0 99.00
2007 12 09 06 00 213  4.0  4.9  2.38  7.69  7.14 999  986.3   1.7   3.1 999.0 99.0 99.00
2007 12 09 07 00 185  4.8  5.7  2.41  7.69  7.18 999  986.6   1.4   3.1 999.0 99.0 99.00
2007 12 09 08 00 198  3.8  4.8  2.16  7.69  6.96 999  986.6   1.6   3.1 999.0 99.0 99.00
2007 12 09 09 00 184  4.1  5.0  2.36  7.69  7.24 999  986.8   1.7   3.1 999.0 99.0 99.00
2007 12 09 10 00 203  4.4  5.2  2.53  8.33  7.26 999  986.9   1.8   3.1 999.0 99.0 99.00
2007 12 09 11 00 204  4.2  5.1  2.68  8.33  7.44 999  987.2   1.8   3.1 999.0 99.0 99.00
2007 12 09 12 00 205  5.2  6.7  2.57  8.33  7.30 999  987.5   1.6   3.1 999.0 99.0 99.00
2007 12 09 13 00 219  5.6  6.6  2.84 10.00  7.41 999  987.2   1.2   3.1 999.0 99.0 99.00
2007 12 09 14 00 217  4.7  6.2  2.87 10.00  7.52 999  987.3   1.5   3.1 999.0 99.0 99.00
2007 12 09 15 00 234  5.2  7.4  2.88 11.43  7.62 999  987.4   1.2   3.1 999.0 99.0 99.00
2007 12 09 16 00 245  5.2  8.6  3.03 11.43  7.74 999  987.6   1.5   3.0 999.0 99.0 99.00
2007 12 09 17 00 264  5.8  7.5  2.97  8.33  7.42 999  988.0   1.5   3.0 999.0 99.0 99.00
2007 12 09 18 00 260  4.8  6.3  3.33 10.00  7.91 999  988.4   1.0   3.1 999.0 99.0 99.00
2007 12 09 19 00 258  8.2 10.2  3.22 10.81  7.63 999  988.6   1.1   3.1 999.0 99.0 99.00
2007 12 09 20 00 245 11.0 13.3  3.50 10.00  7.41 999  989.1   1.8   3.2 999.0 99.0 99.00
2007 12 09 21 00 237 10.7 12.4  3.82  8.33  7.34 999  989.6   1.8   3.2 999.0 99.0 99.00
2007 12 09 22 00 253  9.9 11.9  3.35 10.00  7.05 999  990.0   1.1   3.2 999.0 99.0 99.00
2007 12 09 23 00 258  9.1 11.5  3.07 10.00  6.82 999  990.1   1.5   3.1 999.0 99.0 99.00
2007 12 10 00 00 248  9.6 11.7  3.08  9.09  6.84 999  990.2   2.1   3.1 999.0 99.0 99.00
2007 12 10 01 00 245 10.4 12.3  3.08  9.09  7.10 999  990.0   2.0   3.1 999.0 99.0 99.00
2007 12 10 02 00 246 10.4 12.1  2.85 10.00  6.51 999  990.3   2.1   3.1 999.0 99.0 99.00
2007 12 10 03 00 242 10.7 13.6  2.83  9.09  6.45 999  991.0   1.8   3.1 999.0 99.0 99.00
2007 12 10 04 00 239 11.0 12.8  3.15  8.33  6.60 999  991.3   1.2   3.1 999.0 99.0 99.00
2007 12 10 05 00 245 11.9 15.8  3.60 10.00  6.95 999  991.5   1.7   3.1 999.0 99.0 99.00
2007 12 10 06 00 237 13.4 15.9  4.15 11.43  7.32 999  991.6   1.8   3.2 999.0 99.0 99.00
2007 12 10 07 00 242 16.2 20.7  4.63 11.43  7.47 999  992.1   0.8   3.1 999.0 99.0 99.00
2007 12 10 08 00 234 17.6 21.7  4.63 11.43  7.37 999  992.2   2.1   3.1 999.0 99.0 99.00
2007 12 10 09 00 234 15.9 19.2  5.02 11.43  7.44 999  992.5   1.8   3.1 999.0 99.0 99.00
2007 12 10 10 00 228 16.4 19.6  5.11 10.00  7.57 999  992.5   1.9   3.1 999.0 99.0 99.00
2007 12 10 11 00 227 16.2 20.1  4.88 10.81  7.47 999  992.9   1.8   3.2 999.0 99.0 99.00
2007 12 10 12 00 227 15.8 19.9  5.01 10.81  7.28 999  993.3   1.8   3.2 999.0 99.0 99.00
2007 12 10 13 00 231 15.6 18.7  4.79 10.81  7.61 999  993.6   1.9   3.2 999.0 99.0 99.00
2007 12 10 14 00 239 12.7 15.8  4.65 10.81  7.46 999  993.8   1.8   3.2 999.0 99.0 99.00
2007 12 10 15 00 237 14.0 17.0  3.99 10.81  6.87 999  994.0   2.1   3.2 999.0 99.0 99.00
2007 12 10 16 00 241 13.6 17.6  4.32 10.81  6.92 999  994.0   1.7   3.2 999.0 99.0 99.00
2007 12 10 17 00 242 14.6 17.9  4.25 10.00  7.07 999  994.5   1.9   3.2 999.0 99.0 99.00
2007 12 10 18 00 235 14.4 17.5  3.97 10.81  7.06 999  994.8   1.4   3.2 999.0 99.0 99.00
2007 12 10 19 00 241 14.5 19.1  4.85 10.00  7.61 999  995.1   1.7   3.3 999.0 99.0 99.00
2007 12 10 20 00 240 14.3 17.7  4.66  9.09  7.45 999  996.0   2.0   3.3 999.0 99.0 99.00
