YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 01 09 06 219  8.3 10.7  2.97 11.11  7.73 999  992.8  -4.9   2.3 999.0 99.0 99.00
2001 01 09 07 229 10.2 14.5  3.04 11.11  7.86 999  992.1  -4.0   2.3 999.0 99.0 99.00
2001 01 09 08 236 14.5 99.0 99.00 99.00 99.00 999  991.5  -3.5 999.0 999.0 99.0 99.00
2001 01 09 09 240 12.4 16.8  3.08 11.11  6.74 999  992.1  -4.6   2.4 999.0 99.0 99.00
2001 01 09 10 247 12.8 19.3  3.03 11.11  6.40 999  991.9  -4.6   2.4 999.0 99.0 99.00
2001 01 09 11 256  9.8 12.0  2.91 10.00  6.76 999  992.5  -4.3   2.4 999.0 99.0 99.00
2001 01 09 12 258 11.4 14.9  2.69 10.00  6.55 999  992.5  -3.4   2.4 999.0 99.0 99.00
2001 01 09 13 268 10.4 14.3  2.94  6.67  6.36 999  992.5  -2.7   2.4 999.0 99.0 99.00
2001 01 09 14 253 10.3 13.3  2.63 10.00  6.52 999  992.6  -2.9   2.4 999.0 99.0 99.00
2001 01 09 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2001 01 09 16 219 12.8 16.9  2.94  7.69  6.34 999  991.4  -2.3   2.3 999.0 99.0 99.00
2001 01 09 17 222 13.7 17.7 99.00 99.00 99.00 999  991.0  -2.0   2.3 999.0 99.0 99.00
2001 01 09 18 273  9.7 12.1  3.05  8.33  6.46 999  991.1  -3.8   2.3 999.0 99.0 99.00
2001 01 09 19 285  8.4 10.8  3.04  8.33  6.65 999  991.4  -4.4   2.3 999.0 99.0 99.00
2001 01 09 20 291 11.9 14.8  3.01  8.33  6.61 999  992.3  -5.2   2.4 999.0 99.0 99.00
2001 01 09 21 283 12.0 15.4  2.96  9.09  6.45 999  993.2  -5.2   2.4 999.0 99.0 99.00
2001 01 09 22 273 12.0 14.5  3.15  9.09  6.52 999  993.6  -4.9   2.4 999.0 99.0 99.00
2001 01 09 23 274 13.3 16.7  3.46  8.33  6.67 999  994.7  -5.4   2.4 999.0 99.0 99.00
2001 01 10 00 263 11.8 15.2 99.00 99.00 99.00 999  995.5  -6.2   2.4 999.0 99.0 99.00
2001 01 10 01 267 14.9 18.7  3.67  9.09  6.85 999  995.6  -5.4   2.4 999.0 99.0 99.00
2001 01 10 02 261 12.3 15.8  3.71  9.09  6.96 999  995.9  -5.3   2.4 999.0 99.0 99.00
2001 01 10 03 262 10.5 13.1  3.45  9.09  6.91 999  996.8  -5.1   2.4 999.0 99.0 99.00
2001 01 10 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2001 01 10 05 259  9.5 12.4  3.07  9.09  6.87 999  997.5  -5.3   2.4 999.0 99.0 99.00
2001 01 10 06 257  9.1 12.5 99.00 99.00 99.00 999  998.1  -6.7   2.4 999.0 99.0 99.00
2001 01 10 07 258  9.4 16.0  2.77  9.09  6.69 999  998.1  -5.3   2.4 999.0 99.0 99.00
2001 01 10 08 245  9.8 14.8  2.87  9.09  6.75 999  998.3  -5.3   2.4 999.0 99.0 99.00
2001 01 10 09 255  9.5 12.2  2.82  8.33  6.62 999  999.0  -6.5   2.4 999.0 99.0 99.00
2001 01 10 10 270  9.2 12.0  2.99  8.33  7.02 999  999.0  -5.5   2.4 999.0 99.0 99.00
2001 01 10 11 247  4.2  7.4  3.01  9.09  6.91 999  999.4  -6.5   2.4 999.0 99.0 99.00
2001 01 10 12 235  5.7  9.9  2.91  7.69  6.73 999  999.5  -6.8   2.3 999.0 99.0 99.00
2001 01 10 13 268  5.0  9.4  2.51  9.09  6.84 999  999.4  -6.9   2.3 999.0 99.0 99.00
2001 01 10 14 267  7.1  9.2  2.52  9.09  6.70 999  999.2  -5.7   2.3 999.0 99.0 99.00
2001 01 10 15 269  4.3  8.3  2.53  9.09  6.68 999  998.8  -5.8   2.2 999.0 99.0 99.00
2001 01 10 16 267  5.1  7.0  2.37  9.09  6.74 999  998.3  -5.8   2.1 999.0 99.0 99.00
2001 01 10 17 254  4.2  6.4  2.37  9.09  6.71 999  998.8  -5.8   2.1 999.0 99.0 99.00
2001 01 10 18 236  3.2  5.2  2.30  9.09  6.81 999  998.1  -5.5   2.1 999.0 99.0 99.00
